Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
ARWR,Arrowhead Research Corporation,7.21,277853204.8,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/arwr
ARTNA,Artesian Resources Corporation,22.52,198121276.4,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTC,ArthroCare Corporation,35.36,1003440670,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/artc
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",6.18,24982971.36,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ARUN,"Aruba Networks, Inc.",16.43,1808812069,n/a,2007,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/arun
ASBB,"ASB Bancorp, Inc.",17.2,89161755.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,"Ascena Retail Group, Inc.",21.26,3413393220,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASCMA,"Ascent Capital Group, Inc.",82.46,1156975645,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
ASTI,"Ascent Solar Technologies, Inc.",0.7825,46294811.19,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asti
APWC,Asia Pacific Wire & Cable Corporation Limited,3.404,47042153.28,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASIA,"AsiaInfo-Linkage, Inc.",11.62,848579689.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/asia
ASMI,ASM International N.V.,32.75,2069636250,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asmi
ASML,ASML Holding N.V.,88.33,39153453737,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,"Aspen Technology, Inc.",37.64,3500610599,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASBC,Associated Banc-Corp,16.82,2733738856,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbc
ASBCW,Associated Banc-Corp,2.23,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbcw
ASFI,"Asta Funding, Inc.",8.47,109830820.3,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ATEA,"Astea International, Inc.",3,10761897,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atea
ASTE,"Astec Industries, Inc.",33.72,770621975.8,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ALOT,"Astro-Med, Inc.",12.72,94954939.92,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ATRO,Astronics Corporation,47.33,830362347.7,n/a,1972,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ASTC,Astrotech Corporation,1.3,25332745.1,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,5.121,30381069.92,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ATAI,ATA Inc.,4.01,90826500,n/a,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATHN,"athenahealth, Inc.",125.73,4675721798,n/a,1991,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
AFCB,Athens Bancshares Corporation,18.25,38029185.75,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/afcb
ATHX,"Athersys, Inc.",1.84,110812546.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAME,Atlantic American Corporation,4.05,85864625.1,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACFC,Atlantic Coast Financial Corporation,3.23,8491867.03,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ATNI,"Atlantic Tele-Network, Inc.",54.79,863317263.6,n/a,1991,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATLC,Atlanticus Holdings Corporation,3.6,55251090,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,36.43,912157254.5,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",13,109337813,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
ATML,Atmel Corporation,7.37,3138648619,n/a,1991,Technology,Semiconductors,http://www.nasdaq.com/symbol/atml
ATMI,ATMI Inc.,28.1,894746206.2,n/a,1993,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/atmi
ATOS,Atossa Genetics Inc.,2.5,45062060,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",14.88,312768820.8,n/a,1979,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,ATRION Corporation,269.4,539528457.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,7.5,85236967.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
AUBN,"Auburn National Bancorporation, Inc.",25.6,93263820.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
ADNC,"Audience, Inc.",9.81,214731894.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adnc
AUDC,AudioCodes Ltd.,5.67,216296778.6,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
ADAT,Authentidate Holding Corp.,1.19,42153379.52,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adat
ABTL,Autobytel Inc.,9.95,88651375.7,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,"Autodesk, Inc.",42.34,9441820000,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",79.05,38056677633,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AMAP,AutoNavi Holdings Limited,15.27,1055843616,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amap
AUXL,"Auxilium Pharmaceuticals, Inc.",19.22,952893023.2,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auxl
AVGO,Avago Technologies Limited,42.7,10567986498,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
AVNR,"Avanir Pharmaceuticals, Inc.",4.27,621153180.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avnr
AVEO,"AVEO Pharmaceuticals, Inc.",1.98,102687536.2,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",2.05,127905254.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,"Avid Technology, Inc.",8.29,322690297.6,n/a,1993,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/avid
CAR,"Avis Budget Group, Inc.",34.61,3710588665,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AWRE,"Aware, Inc.",5.78,130459189.3,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",2.21,242209025.2,n/a,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",4.03,69877262.13,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AXTI,AXT Inc,2.27,73997907.19,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
BCOM,B Communications Ltd.,19.6,585825282,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
BOSC,B.O.S. Better Online Solutions,3.8,4467637.2,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BEAV,"B/E Aerospace, Inc.",85.71,8979603740,n/a,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
BIDU,"Baidu, Inc.",158.76,55511561196,n/a,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,57.12,1721754108,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",25.06,373964691.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",25.91,318684294.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",1.275,139408809.8,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANC,"Banc of California, Inc.",12.46,231836529,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANCL,"Banc of California, Inc.",25.58,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bancl
BANCP,"Banc of California, Inc.",25.85,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bancp
BANF,BancFirst Corporation,55.95,856223663.4,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.92,26920000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BKMU,Bank Mutual Corporation,6.18,286951515.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,Bank of Commerce Holdings (CA),5.67,80933307.84,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,43.41,237036441.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BKSC,Bank of South Carolina Corp.,15.3901,68578716.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",8.23,27592926.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,51.34,1884265740,n/a,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,9.05,190972792.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BANR,Banner Corporation,40.39,789372829.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BBSI,"Barrett Business Services, Inc.",82.99,594642520.7,n/a,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",13.82,150978137.8,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BAXS,"Baxano Surgical, Inc.",1.08,48813442.56,n/a,2001,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/baxs
BYBK,"Bay Bancorp, Inc.",5.55,51971670.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BYLK,Baylake Corp,11.15,87164968.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bylk
BV,"Bazaarvoice, Inc.",8.89,663409120.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BBCN,"BBCN Bancorp, Inc.",15.63,1238952275,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
BCBP,"BCB Bancorp, Inc. (NJ)",12.77,106403190.1,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BCSB,"BCSB Bancorp, Inc.",25.53,81432224.04,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcsb
BECN,"Beacon Roofing Supply, Inc.",35.22,1722121382,n/a,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",8.44,193701587,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,"bebe stores, inc.",5.64,445920841.6,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,Bed Bath & Beyond Inc.,76.37,16400113759,n/a,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BELFA,Bel Fuse Inc.,20.63,235158048.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,21.24,196149849.5,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BNCL,"Beneficial Mutual Bancorp, Inc.",10.11,788728586.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",40.85,999348435.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BERK,"Berkshire Bancorp, Inc.",7.27,104805759.5,n/a,1972,Finance,Major Banks,http://www.nasdaq.com/symbol/berk
BGMD,"BG Medicine, Inc.",0.5994,16734578.47,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/bgmd
BGCP,"BGC Partners, Inc.",5.69,1219368417,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGSC,BGS Acquisition Corp.,10.15,31982812.4,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgsc
BGSCU,BGS Acquisition Corp.,10.3,32455464.8,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgscu
BGSCW,BGS Acquisition Corp.,0.15,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgscw
BGFV,Big 5 Sporting Goods Corporation,18.4,410171070.4,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BIND,"BIND Therapeutics, Inc.",8.64,141418353.6,n/a,1983,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bind
BASI,"Bioanalytical Systems, Inc.",1.84,14175159.44,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
BCRX,"BioCryst Pharmaceuticals, Inc.",5.5,325002661.5,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BIOD,Biodel Inc.,2.15,41148200.7,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/biod
BDSI,"BioDelivery Sciences International, Inc.",4.28,162813417,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIOF,BioFuel Energy Corp.,2.05,12789480.55,n/a,2007,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/biof
BIIB,Biogen Idec Inc.,246.12,58136726332,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIOL,"Biolase, Inc.",1.6,55762636.8,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLRX,BioLineRx Ltd.,2.63,62454581.07,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,69.14,9832583105,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BRLI,"Bio-Reference Laboratories, Inc.",36.39,1007028221,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/brli
BIOS,"BioScrip, Inc.",5.85,398439791.1,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BSTC,BioSpecifics Technologies Corp,22.25,141019788,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
BSPM,"Biostar Pharmaceuticals, Inc.",1.98,24445303.74,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
BOTA,"Biota Pharmaceuticals, Inc.",4,113453304,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bota
BEAT,"BioTelemetry, Inc.",10.5,270431206.5,n/a,2008,n/a,n/a,http://www.nasdaq.com/symbol/beat
BDMS,"Birner Dental Management Services, Inc.",18.11,33549952.15,n/a,1998,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bdms
BJRI,"BJ&#39;s Restaurants, Inc.",28.16,794889779.2,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
BBOX,Black Box Corporation,26.83,426483482.3,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
BDE,"Black Diamond, Inc.",13,421469711,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/bde
BLKB,"Blackbaud, Inc.",35.54,1627241406,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
BBRY,BlackBerry Limited,6.08,3186891852,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
HAWK,"Blackhawk Network Holdings, Inc.",22.77,1183495000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
BKCC,BlackRock Kelso Capital Corporation,9.49,706076735.7,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
ADRA,BLDRS Asia 50 ADR Index Fund,29.7801,29780100,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adra
ADRD,BLDRS Developed Markets 100 ADR Index Fund,24.456,51357600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adrd
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,38.05,241617500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adre
ADRU,BLDRS Europe 100 ADR Index Fund,24.17,16919000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adru
BLMN,"Bloomin&#39; Brands, Inc.",25,3112053700,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
BCOR,"Blucora, Inc.",29.57,1218156612,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcor
NILE,"Blue Nile, Inc.",44.26,566690035.9,n/a,2004,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/nile
BLUE,"bluebird bio, Inc.",17.54,417104900.9,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
BKEP,"Blueknight Energy Partners L.P., L.L.C.",8.9501,203858772.6,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkep
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",9.15,275963615.7,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
BPHX,"BluePhoenix Solutions, Ltd.",4.32,46129240.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bphx
BNCN,BNC Bancorp,13.34,354434608.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bncn
BOBE,"Bob Evans Farms, Inc.",55.03,1501079449,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
BODY,Body Central Corp.,3.82,63534992.54,n/a,1991,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/body
BOFI,"BofI Holding, Inc.",73.21,1014183181,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
WIFI,"Boingo Wireless, Inc.",6.22,220930724,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wifi
BOKF,BOK Financial Corporation,62.48,4297848248,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
BOLT,Bolt Technology Corporation,18.6,161114595,n/a,1981,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bolt
BONA,Bona Film Group Limited,5.41,322561706.8,n/a,2010,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/bona
BNSO,"Bonso Electronics International, Inc.",1.48,8254905.72,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bnso
BAMM,"Books-A-Million, Inc.",2.5,38405142.5,n/a,1992,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bamm
BPFH,"Boston Private Financial Holdings, Inc.",11.35,905995204.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfh
BPFHP,"Boston Private Financial Holdings, Inc.",22.701,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
BPFHW,"Boston Private Financial Holdings, Inc.",4.88,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
EPAY,"Bottomline Technologies, Inc.",33.68,1299670077,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/epay
BDBD,"Boulder Brands, Inc.",13.97,837413503,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bdbd
BBRG,"Bravo Brio Restaurant Group, Inc.",15.57,303089465.8,n/a,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bbrg
BBEP,"BreitBurn Energy Partners, L.P.",18.58,1852051799,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbep
BDGE,"Bridge Bancorp, Inc.",23.37,261173094.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
BBNK,Bridge Capital Holdings,18.3,288473751.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbnk
BLIN          ,"Bridgeline Digital, Inc.",0.88,15551607.28,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blin          
BRID,Bridgford Foods Corporation,9.96,91122187.44,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/brid
BCOV,Brightcove Inc.,13.92,400499238.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
BRCM,Broadcom Corporation,26.16,14858880000,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/brcm
BSFT,"BroadSoft, Inc.",25.91,731692725.7,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bsft
